stream_index,source_ip,dest_ip,pkt_count,tcp_src_port,tcp_dest_port,tls_version,tls_max_client_tls_version,tls_cipher_suites_length,tls_is_heartbeat_present,tls_is_record_limit_extension_present,tls_supported_group_length,tls_sig_hash_alg_length,tls_cert_length,tls_cert_size,tls_cert_begin,tls_cert_end,tls_issuer,tls_algorithm_id,tls_handshake_ciphersuite,tls_handshake_extensions_length,tls_handshake_server_curve_type,tls_handshake_server_named_curve,tls_handshake_echde_server_pubkey_len,tls_handshake_echde_client_pubkey_len,tls_server_name,tls_ja3_hash
187,192.168.64.11,172.106.112.42,19,60378,443,0x0303,0x303,14,TRUE,FALSE,13,15,1,585,2022-06-11 00:00:00 (UTC),2023-01-17 00:00:00 (UTC),www.52ozqbaium.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.hjmk27v462j5w.com,83d60721ecc423892660e275acc4dffd
188,192.168.64.11,95.216.33.58,20,42516,443,0x0303,0x303,14,TRUE,FALSE,13,15,1,580,2022-02-13 00:00:00 (UTC),2022-10-08 23:59:59 (UTC),www.hbxjbwgkv5osvf.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.r3f36.com,83d60721ecc423892660e275acc4dffd
189,192.168.64.11,172.106.112.42,26,60058,443,0x0303,0x303,14,TRUE,FALSE,13,15,1,585,2022-06-11 00:00:00 (UTC),2023-01-17 00:00:00 (UTC),www.52ozqbaium.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.igk4dzgpxw23hvspkv7zph.com,83d60721ecc423892660e275acc4dffd
190,192.168.64.11,95.216.33.58,14,42190,443,0x0303,0x303,14,TRUE,FALSE,13,15,1,580,2022-02-13 00:00:00 (UTC),2022-10-08 23:59:59 (UTC),www.hbxjbwgkv5osvf.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.vo6pmzxmofagadhu.com,83d60721ecc423892660e275acc4dffd
191,192.168.64.11,185.14.30.57,31,55806,9001,0x0303,0x303,14,TRUE,FALSE,13,15,1,588,2022-05-03 00:00:00 (UTC),2022-10-19 23:59:59 (UTC),www.x5hbco25yfkwd.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.exxbyl5xxneb3a.com,83d60721ecc423892660e275acc4dffd
192,192.168.64.11,172.106.112.42,48,60106,443,0x0303,0x303,14,TRUE,FALSE,13,15,1,585,2022-06-11 00:00:00 (UTC),2023-01-17 00:00:00 (UTC),www.52ozqbaium.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.zqwkkrggta5odtshm.com,83d60721ecc423892660e275acc4dffd
193,192.168.64.11,95.216.33.58,13,42244,443,0x0303,0x303,14,TRUE,FALSE,13,15,1,580,2022-02-13 00:00:00 (UTC),2022-10-08 23:59:59 (UTC),www.hbxjbwgkv5osvf.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.5g7fki7cumvx6ytmg72i722.com,83d60721ecc423892660e275acc4dffd
194,192.168.64.11,185.14.30.57,25,55950,9001,0x0303,0x303,14,TRUE,FALSE,13,15,1,588,2022-05-03 00:00:00 (UTC),2022-10-19 23:59:59 (UTC),www.x5hbco25yfkwd.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.6zirhxf5kxq6fvkma5jxxlh57.com,83d60721ecc423892660e275acc4dffd
195,192.168.64.11,172.106.112.42,37,60220,443,0x0303,0x303,14,TRUE,FALSE,13,15,1,585,2022-06-11 00:00:00 (UTC),2023-01-17 00:00:00 (UTC),www.52ozqbaium.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.lg3zj.com,83d60721ecc423892660e275acc4dffd
196,192.168.64.11,172.106.112.42,36,60166,443,0x0303,0x303,14,TRUE,FALSE,13,15,1,585,2022-06-11 00:00:00 (UTC),2023-01-17 00:00:00 (UTC),www.52ozqbaium.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.vwsmmli4vovkqps7gqa.com,83d60721ecc423892660e275acc4dffd
197,192.168.64.11,95.216.33.58,20,42298,443,0x0303,0x303,14,TRUE,FALSE,13,15,1,580,2022-02-13 00:00:00 (UTC),2022-10-08 23:59:59 (UTC),www.hbxjbwgkv5osvf.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.7wycqd.com,83d60721ecc423892660e275acc4dffd
198,192.168.64.11,185.14.30.57,13,55914,9001,0x0303,0x303,14,TRUE,FALSE,13,15,1,588,2022-05-03 00:00:00 (UTC),2022-10-19 23:59:59 (UTC),www.x5hbco25yfkwd.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.awxhb23z.com,83d60721ecc423892660e275acc4dffd
199,192.168.64.11,185.14.30.57,26,56038,9001,0x0303,0x303,14,TRUE,FALSE,13,15,1,588,2022-05-03 00:00:00 (UTC),2022-10-19 23:59:59 (UTC),www.x5hbco25yfkwd.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.oomlvy6r27hb.com,83d60721ecc423892660e275acc4dffd
200,192.168.64.11,172.106.112.42,31,60302,443,0x0303,0x303,14,TRUE,FALSE,13,15,1,585,2022-06-11 00:00:00 (UTC),2023-01-17 00:00:00 (UTC),www.52ozqbaium.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.gs5a.com,83d60721ecc423892660e275acc4dffd
201,192.168.64.11,95.216.33.58,13,42440,443,0x0303,0x303,14,TRUE,FALSE,13,15,1,580,2022-02-13 00:00:00 (UTC),2022-10-08 23:59:59 (UTC),www.hbxjbwgkv5osvf.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.kfs2o2ym3paob5.com,83d60721ecc423892660e275acc4dffd
202,192.168.64.11,185.14.30.57,21,55978,9001,0x0303,0x303,14,TRUE,FALSE,13,15,1,588,2022-05-03 00:00:00 (UTC),2022-10-19 23:59:59 (UTC),www.x5hbco25yfkwd.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.hg2mh7dkixrji5s4akq.com,83d60721ecc423892660e275acc4dffd
203,192.168.64.11,172.106.112.42,30,60246,443,0x0303,0x303,14,TRUE,FALSE,13,15,1,585,2022-06-11 00:00:00 (UTC),2023-01-17 00:00:00 (UTC),www.52ozqbaium.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.lo2luruytwzjfkbvn.com,83d60721ecc423892660e275acc4dffd
204,192.168.64.11,95.216.33.58,25,42380,443,0x0303,0x303,14,TRUE,FALSE,13,15,1,580,2022-02-13 00:00:00 (UTC),2022-10-08 23:59:59 (UTC),www.hbxjbwgkv5osvf.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.cnj2p.com,83d60721ecc423892660e275acc4dffd
205,192.168.64.11,185.14.30.57,27,55936,9001,0x0303,0x303,14,TRUE,FALSE,13,15,1,588,2022-05-03 00:00:00 (UTC),2022-10-19 23:59:59 (UTC),www.x5hbco25yfkwd.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.qgshhuse3rtga4v.com,83d60721ecc423892660e275acc4dffd
206,192.168.64.11,95.216.33.58,37,42334,443,0x0303,0x303,14,TRUE,FALSE,13,15,1,580,2022-02-13 00:00:00 (UTC),2022-10-08 23:59:59 (UTC),www.hbxjbwgkv5osvf.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.yj6ed22ibplcd27nheg6zw.com,83d60721ecc423892660e275acc4dffd
207,192.168.64.11,185.14.30.57,49,56010,9001,0x0303,0x303,14,TRUE,FALSE,13,15,1,588,2022-05-03 00:00:00 (UTC),2022-10-19 23:59:59 (UTC),www.x5hbco25yfkwd.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.tyeev232d3wre.com,83d60721ecc423892660e275acc4dffd
208,192.168.64.11,95.216.33.58,14,42410,443,0x0303,0x303,14,TRUE,FALSE,13,15,1,580,2022-02-13 00:00:00 (UTC),2022-10-08 23:59:59 (UTC),www.hbxjbwgkv5osvf.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.ttga74e6fi7uhgl7ijk7ojxd.com,83d60721ecc423892660e275acc4dffd
209,192.168.64.11,172.106.112.42,36,60042,443,0x0303,0x303,14,TRUE,FALSE,13,15,1,585,2022-06-11 00:00:00 (UTC),2023-01-17 00:00:00 (UTC),www.52ozqbaium.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.m3j6zic.com,83d60721ecc423892660e275acc4dffd
210,192.168.64.11,185.14.30.57,15,55782,9001,0x0303,0x303,14,TRUE,FALSE,13,15,1,588,2022-05-03 00:00:00 (UTC),2022-10-19 23:59:59 (UTC),www.x5hbco25yfkwd.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.xih7pnsqiw4rdiolqj.com,83d60721ecc423892660e275acc4dffd
211,192.168.64.11,95.216.33.58,19,42182,443,0x0303,0x303,14,TRUE,FALSE,13,15,1,580,2022-02-13 00:00:00 (UTC),2022-10-08 23:59:59 (UTC),www.hbxjbwgkv5osvf.com,1.2.840.113549.1.1.11,0xc030,13,,,,,www.scbdy5mi4o3odvynnhehfmemc.com,83d60721ecc423892660e275acc4dffd
