,stream_index,source_ip,dest_ip,pkt_count,tcp_src_port,tcp_dest_port,tls_version,tls_max_client_tls_version,tls_server_name,tls_cipher_suites_length,tls_is_heartbeat_present,tls_is_record_limit_extension_present,tls_supported_group_length,tls_key_share_length,tls_selected_group,tls_handshake_ciphersuite,tls_key_share_group,tls_ec_points_format_length,tls_sig_hash_alg_length,tls_cert_length,tls_cert_size,tls_cert_begin,tls_cert_end,tls_handshake_extensions_length,tls_ja3_hash,TOR
253,296,192.168.64.11,185.199.110.154,4,40526,443,0x0304,0x304,github.githubassets.com,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
254,298,192.168.64.11,185.199.110.133,9,34510,443,0x0304,0x304,avatars.githubusercontent.com,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
255,297,192.168.64.11,185.199.110.154,13,40528,443,0x0304,0x304,github.githubassets.com,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
256,299,192.168.64.11,140.82.113.22,11,46882,443,0x0304,0x304,collector.github.com,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
257,300,192.168.64.11,140.82.121.5,14,36476,443,0x0304,0x304,api.github.com,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
259,302,192.168.64.11,23.72.230.183,89,56348,443,0x0304,0x304,www.npr.org,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
260,303,192.168.64.11,52.84.93.53,22,43926,443,0x0304,0x304,choice.npr.org,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
261,304,192.168.64.11,23.72.230.183,10,56352,443,0x0304,0x304,media.npr.org,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
262,306,192.168.64.11,23.72.230.183,11,56356,443,0x0304,0x304,s.npr.org,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
263,305,192.168.64.11,23.72.230.183,9,56354,443,0x0304,0x304,s.npr.org,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
264,307,192.168.64.11,142.250.187.234,13,42590,443,0x0304,0x304,safebrowsing.googleapis.com,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
265,309,192.168.64.11,216.58.212.232,24,42866,443,0x0304,0x304,www.googletagmanager.com,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
266,311,192.168.64.11,2.19.61.85,10,33944,443,0x0304,0x304,static-assets.npr.org,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
267,310,192.168.64.11,2.19.61.85,10,33942,443,0x0304,0x304,static-assets.npr.org,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
268,317,192.168.64.11,2.19.61.85,10,33956,443,0x0304,0x304,bundles.npr.org,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
269,316,192.168.64.11,2.19.61.85,11,33954,443,0x0304,0x304,bundles.npr.org,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
270,315,192.168.64.11,2.19.61.85,11,33952,443,0x0304,0x304,bundles.npr.org,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
271,314,192.168.64.11,2.19.61.85,11,33950,443,0x0304,0x304,bundles.npr.org,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
272,313,192.168.64.11,2.19.61.85,11,33948,443,0x0304,0x304,bundles.npr.org,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
273,312,192.168.64.11,2.19.61.85,10,33946,443,0x0304,0x304,bundles.npr.org,17.0,False,True,6.0,2.0,29.0,0x1302,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
274,318,192.168.64.11,13.224.245.99,16,39582,443,0x0304,0x304,js.stripe.com,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
275,320,192.168.64.11,2.18.84.142,29,37278,443,0x0303,0x304,s.go-mpulse.net,17.0,False,True,6.0,2.0,,0xc02c,29.0,1.0,4.0,2.0,2470.0,2022-04-15 00:00:00 (UTC),2023-04-19 23:59:59 (UTC),34.0,579ccef312d18482fc42e2b822ca2430,0
276,321,192.168.64.11,2.18.84.142,8,37280,443,0x0303,0x304,c.go-mpulse.net,17.0,False,True,6.0,2.0,,0xc02c,29.0,1.0,4.0,2.0,2470.0,2022-04-15 00:00:00 (UTC),2023-04-19 23:59:59 (UTC),40.0,579ccef312d18482fc42e2b822ca2430,0
277,322,192.168.64.11,2.18.84.142,8,37282,443,0x0303,0x304,02179911.akstat.io,17.0,False,True,6.0,2.0,,0xc02c,29.0,1.0,4.0,2.0,2470.0,2022-04-15 00:00:00 (UTC),2023-04-19 23:59:59 (UTC),40.0,579ccef312d18482fc42e2b822ca2430,0
278,323,192.168.64.11,108.156.46.122,15,43366,443,0x0304,0x304,m.stripe.network,17.0,False,True,6.0,2.0,29.0,0x1301,29.0,1.0,4.0,,,,,46.0,579ccef312d18482fc42e2b822ca2430,0
