stream_index,source_ip,dest_ip,pkt_count,tcp_src_port,tcp_dest_port,tls_version,tls_max_client_tls_version,tls_cipher_suites_length,tls_is_heartbeat_present,tls_is_record_limit_extension_present,tls_sig_hash_alg_length,tls_cert_length,tls_cert_size,tls_issuer,tls_algorithm_id,tls_handshake_ciphersuite,tls_handshake_extensions_length,tls_handshake_server_curve_type,tls_handshake_server_named_curve,tls_handshake_echde_server_pubkey_len,tls_handshake_echde_client_pubkey_len,tls_server_name,tls_ja3_hash,tls_supported_group_length
170,192.168.64.11,34.120.208.123,199,43830,443,,,,,,,,,,,,,,,,,,,
171,192.168.64.11,23.72.230.183,89,56348,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,www.npr.org,579ccef312d18482fc42e2b822ca2430,6.0
172,192.168.64.11,52.84.93.53,22,43926,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,choice.npr.org,579ccef312d18482fc42e2b822ca2430,6.0
173,192.168.64.11,23.72.230.183,10,56352,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,media.npr.org,579ccef312d18482fc42e2b822ca2430,6.0
175,192.168.64.11,23.72.230.183,11,56356,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,s.npr.org,579ccef312d18482fc42e2b822ca2430,6.0
174,192.168.64.11,23.72.230.183,9,56354,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,s.npr.org,579ccef312d18482fc42e2b822ca2430,6.0
176,192.168.64.11,142.250.187.234,13,42590,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,safebrowsing.googleapis.com,579ccef312d18482fc42e2b822ca2430,6.0
178,192.168.64.11,216.58.212.232,24,42866,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.googletagmanager.com,579ccef312d18482fc42e2b822ca2430,6.0
180,192.168.64.11,2.19.61.85,10,33944,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,static-assets.npr.org,579ccef312d18482fc42e2b822ca2430,6.0
179,192.168.64.11,2.19.61.85,10,33942,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,static-assets.npr.org,579ccef312d18482fc42e2b822ca2430,6.0
186,192.168.64.11,2.19.61.85,10,33956,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,bundles.npr.org,579ccef312d18482fc42e2b822ca2430,6.0
185,192.168.64.11,2.19.61.85,11,33954,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,bundles.npr.org,579ccef312d18482fc42e2b822ca2430,6.0
184,192.168.64.11,2.19.61.85,11,33952,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,bundles.npr.org,579ccef312d18482fc42e2b822ca2430,6.0
183,192.168.64.11,2.19.61.85,11,33950,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,bundles.npr.org,579ccef312d18482fc42e2b822ca2430,6.0
182,192.168.64.11,2.19.61.85,11,33948,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,bundles.npr.org,579ccef312d18482fc42e2b822ca2430,6.0
181,192.168.64.11,2.19.61.85,10,33946,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,bundles.npr.org,579ccef312d18482fc42e2b822ca2430,6.0
187,192.168.64.11,13.224.245.99,16,39582,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,js.stripe.com,579ccef312d18482fc42e2b822ca2430,6.0
189,192.168.64.11,2.18.84.142,29,37278,443,0x0303,0x304,17.0,False,False,4.0,2,2470,,1.2.840.10045.4.3.3,0xc02c,34,0x03,0x0017,65,65,s.go-mpulse.net,579ccef312d18482fc42e2b822ca2430,6.0
190,192.168.64.11,2.18.84.142,8,37280,443,0x0303,0x304,17.0,False,False,4.0,2,2470,,1.3.14.3.2.26,0xc02c,40,,,,65,c.go-mpulse.net,579ccef312d18482fc42e2b822ca2430,6.0
191,192.168.64.11,2.18.84.142,8,37282,443,0x0303,0x304,17.0,False,False,4.0,2,2470,,1.3.14.3.2.26,0xc02c,40,,,,65,02179911.akstat.io,579ccef312d18482fc42e2b822ca2430,6.0
192,192.168.64.11,108.156.46.122,15,43366,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,m.stripe.network,579ccef312d18482fc42e2b822ca2430,6.0
193,192.168.64.11,142.250.179.238,14,55760,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.google-analytics.com,579ccef312d18482fc42e2b822ca2430,6.0
195,192.168.64.11,142.250.187.228,22,47766,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.google.com,579ccef312d18482fc42e2b822ca2430,6.0
194,192.168.64.11,216.35.221.71,10,42314,443,0x0303,0x304,17.0,False,False,4.0,2,2841,*.npr.org,1.2.840.113549.1.1.11,0x009d,5,,,,,api.npr.org,579ccef312d18482fc42e2b822ca2430,6.0
196,192.168.64.11,34.149.226.120,18,40622,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,abstractedauthority.com,579ccef312d18482fc42e2b822ca2430,6.0
197,192.168.64.11,13.224.245.120,18,36890,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,rumcdn.geoedge.be,579ccef312d18482fc42e2b822ca2430,6.0
199,192.168.64.11,142.250.187.228,9,47772,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.google.com,579ccef312d18482fc42e2b822ca2430,6.0
201,192.168.64.11,2.19.61.85,13,33984,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,legacy.npr.org,579ccef312d18482fc42e2b822ca2430,6.0
202,192.168.64.11,13.107.21.200,21,56942,443,0x0303,0x304,17.0,False,False,4.0,2,4800,Microsoft_RSA_TLS_Issuing_CA_01_KeyBinding,1.2.840.113549.1.1.11,0xc030,26,0x03,0x0018,97,97,bat.bing.com,579ccef312d18482fc42e2b822ca2430,6.0
204,192.168.64.11,142.250.187.234,12,42644,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,52,,,,,safebrowsing.googleapis.com,02aa4679df284f240695da144b70c288,6.0
205,192.168.64.11,142.250.200.35,26,52484,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.gstatic.com,579ccef312d18482fc42e2b822ca2430,6.0
203,192.168.64.11,52.41.199.178,14,41880,443,0x0303,0x304,17.0,False,False,4.0,2,2939,,1.2.840.113549.1.1.11,0xc02f,34,0x03,0x001d,32,32,m.stripe.com,579ccef312d18482fc42e2b822ca2430,6.0
207,192.168.64.11,104.18.5.81,10,40130,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,e1cef1f0-495f-4973-ba1c-880786e73a66.edge.permutive.app,579ccef312d18482fc42e2b822ca2430,6.0
208,192.168.64.11,35.244.142.80,17,56012,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,cdn.pdst.fm,579ccef312d18482fc42e2b822ca2430,6.0
209,192.168.64.11,216.137.34.250,13,58304,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,sc-static.net,579ccef312d18482fc42e2b822ca2430,6.0
210,192.168.64.11,13.32.168.122,8,48772,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,js.adsrvr.org,579ccef312d18482fc42e2b822ca2430,6.0
212,192.168.64.11,34.107.254.252,4,39288,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,api.permutive.com,579ccef312d18482fc42e2b822ca2430,6.0
213,192.168.64.11,35.190.43.134,4,33738,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,tr.snapchat.com,579ccef312d18482fc42e2b822ca2430,6.0
215,192.168.64.11,35.190.43.134,4,33742,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,tr.snapchat.com,579ccef312d18482fc42e2b822ca2430,6.0
214,192.168.64.11,35.190.43.134,4,33740,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,tr.snapchat.com,579ccef312d18482fc42e2b822ca2430,6.0
216,192.168.64.11,35.241.9.51,4,33682,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,e1cef1f0-495f-4973-ba1c-880786e73a66.prmutv.co,579ccef312d18482fc42e2b822ca2430,6.0
219,192.168.64.11,216.239.34.36,12,53166,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,region1.google-analytics.com,579ccef312d18482fc42e2b822ca2430,6.0
220,192.168.64.11,34.120.237.76,61,52056,443,,,,,,,,,,,,,,,,,,,
223,192.168.64.11,52.84.93.86,65,33286,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,getpocket.com,579ccef312d18482fc42e2b822ca2430,6.0
224,192.168.64.11,216.58.212.232,26,42946,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.googletagmanager.com,579ccef312d18482fc42e2b822ca2430,6.0
225,192.168.64.11,104.16.149.64,23,39706,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,cdn.cookielaw.org,579ccef312d18482fc42e2b822ca2430,6.0
227,192.168.64.11,151.101.62.217,16,44556,443,0x0303,0x304,17.0,False,False,4.0,2,2870,fdyn.pubwise.io,1.2.840.113549.1.1.11,0xc02f,38,0x03,0x001d,32,32,fdyn.pubwise.io,579ccef312d18482fc42e2b822ca2430,6.0
226,192.168.64.11,151.101.62.217,10,44554,443,0x0303,0x304,17.0,False,False,4.0,2,2870,fdyn.pubwise.io,1.2.840.113549.1.1.11,0xc02f,38,,,,32,fdyn.pubwise.io,579ccef312d18482fc42e2b822ca2430,6.0
229,192.168.64.11,13.224.245.62,25,33914,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,assets.getpocket.com,579ccef312d18482fc42e2b822ca2430,6.0
228,192.168.64.11,13.224.245.62,23,33912,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,assets.getpocket.com,579ccef312d18482fc42e2b822ca2430,6.0
233,192.168.64.11,13.224.245.62,25,33922,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,assets.getpocket.com,579ccef312d18482fc42e2b822ca2430,6.0
232,192.168.64.11,13.224.245.62,21,33920,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,assets.getpocket.com,579ccef312d18482fc42e2b822ca2430,6.0
231,192.168.64.11,13.224.245.62,18,33918,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,assets.getpocket.com,579ccef312d18482fc42e2b822ca2430,6.0
230,192.168.64.11,13.224.245.62,10,33916,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,assets.getpocket.com,579ccef312d18482fc42e2b822ca2430,6.0
234,192.168.64.11,104.16.149.64,18,39724,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,cdn.cookielaw.org,579ccef312d18482fc42e2b822ca2430,6.0
235,192.168.64.11,142.250.187.234,14,42696,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,52,,,,,safebrowsing.googleapis.com,02aa4679df284f240695da144b70c288,6.0
237,192.168.64.11,13.224.245.62,9,33930,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,assets.getpocket.com,579ccef312d18482fc42e2b822ca2430,6.0
238,192.168.64.11,13.224.245.62,15,33932,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,assets.getpocket.com,579ccef312d18482fc42e2b822ca2430,6.0
240,192.168.64.11,13.224.245.62,8,33936,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,assets.getpocket.com,579ccef312d18482fc42e2b822ca2430,6.0
236,192.168.64.11,54.231.228.129,15,38004,443,0x0303,0x304,17.0,False,False,4.0,4,4953,*.s3.amazonaws.com,1.2.840.113549.1.1.11,0xc02f,19,0x03,0x0017,65,65,pocket-syndicated-publisher-logos.s3.amazonaws.com,579ccef312d18482fc42e2b822ca2430,6.0
239,192.168.64.11,54.231.228.129,20,38010,443,0x0303,0x304,17.0,False,False,4.0,4,4953,*.s3.amazonaws.com,1.2.840.113549.1.1.11,0xc02f,19,0x03,0x0017,65,65,pocket-syndicated-images.s3.amazonaws.com,579ccef312d18482fc42e2b822ca2430,6.0
241,192.168.64.11,34.120.195.249,14,43582,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,o28549.ingest.sentry.io,579ccef312d18482fc42e2b822ca2430,6.0
244,192.168.64.11,138.199.37.227,17,33162,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,a.omappapi.com,579ccef312d18482fc42e2b822ca2430,6.0
245,192.168.64.11,13.224.245.99,13,39686,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,api.omappapi.com,579ccef312d18482fc42e2b822ca2430,6.0
246,192.168.64.11,142.250.178.2,19,39310,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,securepubads.g.doubleclick.net,579ccef312d18482fc42e2b822ca2430,6.0
247,192.168.64.11,142.250.179.238,20,55856,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.google-analytics.com,579ccef312d18482fc42e2b822ca2430,6.0
248,192.168.64.11,142.250.178.2,12,39314,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,securepubads.g.doubleclick.net,579ccef312d18482fc42e2b822ca2430,6.0
249,192.168.64.11,172.64.146.158,14,50806,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,geolocation.onetrust.com,579ccef312d18482fc42e2b822ca2430,6.0
258,192.168.64.11,108.156.28.32,9,36350,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,pocket-image-cache.com,579ccef312d18482fc42e2b822ca2430,6.0
257,192.168.64.11,108.156.28.32,20,36348,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,pocket-image-cache.com,579ccef312d18482fc42e2b822ca2430,6.0
256,192.168.64.11,108.156.28.32,10,36346,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,pocket-image-cache.com,579ccef312d18482fc42e2b822ca2430,6.0
255,192.168.64.11,108.156.28.32,10,36344,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,pocket-image-cache.com,579ccef312d18482fc42e2b822ca2430,6.0
254,192.168.64.11,108.156.28.32,10,36342,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,pocket-image-cache.com,579ccef312d18482fc42e2b822ca2430,6.0
250,192.168.64.11,54.231.228.129,12,38032,443,0x0303,0x304,17.0,False,False,4.0,4,4953,*.s3.amazonaws.com,1.2.840.113549.1.1.11,0xc02f,19,0x03,0x0017,65,65,pocket-syndicated-publisher-logos.s3.amazonaws.com,579ccef312d18482fc42e2b822ca2430,6.0
251,192.168.64.11,54.231.228.129,14,38034,443,0x0303,0x304,17.0,False,False,4.0,4,4953,*.s3.amazonaws.com,1.2.840.113549.1.1.11,0xc02f,19,0x03,0x0017,65,65,pocket-syndicated-publisher-logos.s3.amazonaws.com,579ccef312d18482fc42e2b822ca2430,6.0
252,192.168.64.11,54.231.228.129,15,38036,443,0x0303,0x304,17.0,False,False,4.0,4,4953,*.s3.amazonaws.com,1.2.840.113549.1.1.11,0xc02f,19,0x03,0x0017,65,65,pocket-syndicated-publisher-logos.s3.amazonaws.com,579ccef312d18482fc42e2b822ca2430,6.0
253,192.168.64.11,54.231.228.129,12,38038,443,0x0303,0x304,17.0,False,False,4.0,4,4953,*.s3.amazonaws.com,1.2.840.113549.1.1.11,0xc02f,19,0x03,0x0017,65,65,pocket-syndicated-publisher-logos.s3.amazonaws.com,579ccef312d18482fc42e2b822ca2430,6.0
259,192.168.64.11,52.84.93.120,16,34394,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.fatherly.com,579ccef312d18482fc42e2b822ca2430,6.0
261,192.168.64.11,18.164.68.113,40,54772,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,cdn2c.bustle.com,579ccef312d18482fc42e2b822ca2430,6.0
260,192.168.64.11,18.164.68.113,7,54770,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,cdn2c.bustle.com,579ccef312d18482fc42e2b822ca2430,6.0
266,192.168.64.11,104.22.27.137,40,51398,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,cdn2.bustle.com,579ccef312d18482fc42e2b822ca2430,6.0
265,192.168.64.11,104.22.27.137,7,51396,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,cdn2.bustle.com,579ccef312d18482fc42e2b822ca2430,6.0
264,192.168.64.11,104.22.27.137,9,51394,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,cdn2.bustle.com,579ccef312d18482fc42e2b822ca2430,6.0
263,192.168.64.11,104.22.27.137,7,51392,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,cdn2.bustle.com,579ccef312d18482fc42e2b822ca2430,6.0
262,192.168.64.11,104.22.27.137,7,51390,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,cdn2.bustle.com,579ccef312d18482fc42e2b822ca2430,6.0
267,192.168.64.11,151.101.62.208,8,55688,443,0x0303,0x304,17.0,False,False,4.0,2,4027,static.drainagesuperstore.co.uk,1.2.840.113549.1.1.11,0xc02f,38,,,,32,imgix.bustle.com,579ccef312d18482fc42e2b822ca2430,6.0
272,192.168.64.11,142.250.187.211,21,59434,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,ev.api.bdg.com,579ccef312d18482fc42e2b822ca2430,6.0
273,192.168.64.11,142.250.187.211,9,59436,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,ev.api.bdg.com,579ccef312d18482fc42e2b822ca2430,6.0
271,192.168.64.11,142.250.187.211,9,59432,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,ev.api.bdg.com,579ccef312d18482fc42e2b822ca2430,6.0
270,192.168.64.11,142.250.187.211,9,59430,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,ev.api.bdg.com,579ccef312d18482fc42e2b822ca2430,6.0
269,192.168.64.11,142.250.187.211,9,59428,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,ev.api.bdg.com,579ccef312d18482fc42e2b822ca2430,6.0
268,192.168.64.11,142.250.187.211,9,59426,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,ev.api.bdg.com,579ccef312d18482fc42e2b822ca2430,6.0
274,192.168.64.11,216.137.34.176,12,54684,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,dyv1bugovvq1g.cloudfront.net,579ccef312d18482fc42e2b822ca2430,6.0
279,192.168.64.11,143.204.68.56,30,52098,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,cmp.quantcast.com,579ccef312d18482fc42e2b822ca2430,6.0
278,192.168.64.11,142.250.178.2,20,39374,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,securepubads.g.doubleclick.net,579ccef312d18482fc42e2b822ca2430,6.0
280,192.168.64.11,108.156.28.21,16,38750,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,sb.scorecardresearch.com,579ccef312d18482fc42e2b822ca2430,6.0
282,192.168.64.11,142.250.179.238,15,55926,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.google-analytics.com,579ccef312d18482fc42e2b822ca2430,6.0
281,192.168.64.11,108.156.28.21,9,38752,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,sb.scorecardresearch.com,579ccef312d18482fc42e2b822ca2430,6.0
283,192.168.64.11,13.32.171.134,18,60922,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,c.amazon-adsystem.com,579ccef312d18482fc42e2b822ca2430,6.0
284,192.168.64.11,143.204.68.101,9,48006,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,quantcast.mgr.consensu.org,579ccef312d18482fc42e2b822ca2430,6.0
285,192.168.64.11,142.250.178.2,14,39388,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,securepubads.g.doubleclick.net,579ccef312d18482fc42e2b822ca2430,6.0
286,192.168.64.11,66.102.1.155,15,45614,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,stats.g.doubleclick.net,579ccef312d18482fc42e2b822ca2430,6.0
287,192.168.64.11,18.164.68.85,11,36266,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,test.cmp.quantcast.com,579ccef312d18482fc42e2b822ca2430,6.0
289,192.168.64.11,23.222.56.60,19,57984,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,secure.cdn.fastclick.net,579ccef312d18482fc42e2b822ca2430,6.0
288,192.168.64.11,91.228.74.208,18,59212,443,0x0303,0x304,17.0,False,False,4.0,2,3039,*.quantserve.com,1.2.840.113549.1.1.11,0xc02f,34,,,,32,secure.quantserve.com,579ccef312d18482fc42e2b822ca2430,6.0
290,192.168.64.11,142.250.187.228,16,47944,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.google.com,579ccef312d18482fc42e2b822ca2430,6.0
291,192.168.64.11,142.250.180.3,14,46228,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.google.co.uk,579ccef312d18482fc42e2b822ca2430,6.0
292,192.168.64.11,54.192.137.98,11,44160,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,rules.quantcount.com,579ccef312d18482fc42e2b822ca2430,6.0
293,192.168.64.11,3.67.149.72,9,42222,443,0x0303,0x304,17.0,False,False,4.0,4,5508,*.cmp.quantcast.com,1.2.840.113549.1.1.11,0xc02f,26,,,,65,audit-tcfv2.cmp.quantcast.com,579ccef312d18482fc42e2b822ca2430,6.0
294,192.168.64.11,216.239.34.21,13,40388,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,jelly.mdhv.io,579ccef312d18482fc42e2b822ca2430,6.0
295,192.168.64.11,52.36.164.126,7,41148,443,0x0303,0x304,17.0,False,False,4.0,2,2991,*.services.mozilla.com,1.2.840.113549.1.1.11,0xc02f,13,0x03,0x0017,65,65,location.services.mozilla.com,579ccef312d18482fc42e2b822ca2430,6.0
296,192.168.64.11,199.232.57.194,10,33476,443,0x0303,0x304,17.0,False,False,4.0,2,2849,GlobalSign nv-sa,1.3.14.3.2.26,0xc02f,44,,,,32,confiant-integrations.global.ssl.fastly.net,579ccef312d18482fc42e2b822ca2430,6.0
297,192.168.64.11,52.85.142.29,14,50510,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,d15kdpgjg3unno.cloudfront.net,579ccef312d18482fc42e2b822ca2430,6.0
299,192.168.64.11,3.239.232.212,9,40508,443,0x0303,0x304,17.0,False,False,4.0,4,5003,,1.2.840.113549.1.1.11,0xc02f,19,0x03,0x0017,65,65,sqs.us-east-1.amazonaws.com,579ccef312d18482fc42e2b822ca2430,6.0
300,192.168.64.11,151.101.61.52,15,51456,443,0x0303,0x304,17.0,False,False,4.0,2,3344,GlobalSign nv-sa,1.3.14.3.2.26,0xc02f,38,,,,32,www.theverge.com,579ccef312d18482fc42e2b822ca2430,6.0
301,192.168.64.11,142.250.179.227,15,41048,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.recaptcha.net,579ccef312d18482fc42e2b822ca2430,6.0
310,192.168.64.11,151.101.60.124,23,39076,443,0x0303,0x304,17.0,False,False,4.0,2,2809,GlobalSign nv-sa,1.3.14.3.2.26,0xc02f,38,,,,32,cdn.vox-cdn.com,579ccef312d18482fc42e2b822ca2430,6.0
309,192.168.64.11,151.101.60.124,10,39074,443,0x0303,0x304,17.0,False,False,4.0,2,2809,GlobalSign nv-sa,1.3.14.3.2.26,0xc02f,38,,,,32,cdn.vox-cdn.com,579ccef312d18482fc42e2b822ca2430,6.0
308,192.168.64.11,151.101.60.124,10,39072,443,0x0303,0x304,17.0,False,False,4.0,2,2809,*.vox-cdn.com,1.2.840.113549.1.1.11,0xc02f,38,0x03,0x001d,32,32,cdn.vox-cdn.com,579ccef312d18482fc42e2b822ca2430,6.0
307,192.168.64.11,151.101.60.124,42,39070,443,0x0303,0x304,17.0,False,False,4.0,2,2809,GlobalSign nv-sa,1.3.14.3.2.26,0xc02f,38,,,,32,cdn.vox-cdn.com,579ccef312d18482fc42e2b822ca2430,6.0
306,192.168.64.11,151.101.60.124,10,39068,443,0x0303,0x304,17.0,False,False,4.0,2,2809,*.vox-cdn.com,1.2.840.113549.1.1.11,0xc02f,38,,,,32,cdn.vox-cdn.com,579ccef312d18482fc42e2b822ca2430,6.0
305,192.168.64.11,151.101.60.124,7,39066,443,0x0303,0x304,17.0,False,False,4.0,2,2809,*.vox-cdn.com,1.2.840.113549.1.1.11,0xc02f,38,,,,32,cdn.vox-cdn.com,579ccef312d18482fc42e2b822ca2430,6.0
304,192.168.64.11,151.101.60.124,7,39064,443,0x0303,0x304,17.0,False,False,4.0,2,2809,*.vox-cdn.com,1.2.840.113549.1.1.11,0xc02f,38,,,,32,cdn.vox-cdn.com,579ccef312d18482fc42e2b822ca2430,6.0
303,192.168.64.11,151.101.60.124,10,39062,443,0x0303,0x304,17.0,False,False,4.0,2,2809,*.vox-cdn.com,1.2.840.113549.1.1.11,0xc02f,38,0x03,0x001d,32,32,cdn.vox-cdn.com,579ccef312d18482fc42e2b822ca2430,6.0
302,192.168.64.11,151.101.60.124,10,39060,443,0x0303,0x304,17.0,False,False,4.0,2,2809,*.vox-cdn.com,1.2.840.113549.1.1.11,0xc02f,38,,,,32,cdn.vox-cdn.com,579ccef312d18482fc42e2b822ca2430,6.0
311,192.168.64.11,151.101.62.217,13,44724,443,0x0303,0x304,17.0,False,False,4.0,3,4008,*.scroll.com,1.2.840.113549.1.1.11,0xc02f,38,,,,32,static.scroll.com,579ccef312d18482fc42e2b822ca2430,6.0
312,192.168.64.11,142.250.200.35,17,52688,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.gstatic.com,579ccef312d18482fc42e2b822ca2430,6.0
313,192.168.64.11,142.250.179.227,29,41072,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,fonts.gstatic.com,579ccef312d18482fc42e2b822ca2430,6.0
314,192.168.64.11,142.250.179.227,8,41074,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,fonts.gstatic.com,579ccef312d18482fc42e2b822ca2430,6.0
315,192.168.64.11,142.250.179.227,8,41076,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,fonts.gstatic.com,579ccef312d18482fc42e2b822ca2430,6.0
316,192.168.64.11,108.138.232.42,87,49062,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.amazon.co.uk,579ccef312d18482fc42e2b822ca2430,6.0
321,192.168.64.11,108.156.36.216,246,38756,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,images-eu.ssl-images-amazon.com,579ccef312d18482fc42e2b822ca2430,6.0
