stream_index,source_ip,dest_ip,pkt_count,tcp_src_port,tcp_dest_port,tls_version,tls_max_client_tls_version,tls_cipher_suites_length,tls_is_heartbeat_present,tls_is_record_limit_extension_present,tls_sig_hash_alg_length,tls_cert_length,tls_cert_size,tls_issuer,tls_algorithm_id,tls_handshake_ciphersuite,tls_handshake_extensions_length,tls_handshake_server_curve_type,tls_handshake_server_named_curve,tls_handshake_echde_server_pubkey_len,tls_handshake_echde_client_pubkey_len,tls_server_name,tls_ja3_hash,tls_supported_group_length
450,192.168.64.11,142.250.200.34,9,48070,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,googleads.g.doubleclick.net,579ccef312d18482fc42e2b822ca2430,6.0
449,192.168.64.11,142.250.200.34,9,48068,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,googleads.g.doubleclick.net,579ccef312d18482fc42e2b822ca2430,6.0
451,192.168.64.11,142.250.200.34,9,48072,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,googleads.g.doubleclick.net,579ccef312d18482fc42e2b822ca2430,6.0
445,192.168.64.11,66.235.152.143,13,57906,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,adidas.d3.sc.omtrdc.net,579ccef312d18482fc42e2b822ca2430,6.0
452,192.168.64.11,85.222.146.188,51,46282,443,0x0303,0x304,17.0,False,False,4.0,2,3004,*.my.salesforce.com,1.2.840.113549.1.1.11,0xc030,15,0x03,0x0017,65,65,adidas.my.salesforce.com,579ccef312d18482fc42e2b822ca2430,6.0
453,192.168.64.11,66.235.152.143,8,57922,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,adidas.d3.sc.omtrdc.net,579ccef312d18482fc42e2b822ca2430,6.0
454,192.168.64.11,66.235.152.143,9,57924,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,adidas.d3.sc.omtrdc.net,579ccef312d18482fc42e2b822ca2430,6.0
455,192.168.64.11,3.33.220.150,4,53540,443,0x0303,0x304,17.0,False,False,4.0,2,2825,*.adsrvr.org,1.2.840.113549.1.1.11,0xc02f,26,,,,,insight.adsrvr.org,579ccef312d18482fc42e2b822ca2430,6.0
456,192.168.64.11,34.66.3.160,14,35162,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,rl.quantummetric.com,579ccef312d18482fc42e2b822ca2430,6.0
457,192.168.64.11,34.66.3.160,13,35164,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,rl.quantummetric.com,579ccef312d18482fc42e2b822ca2430,6.0
461,192.168.64.11,104.78.177.130,9,59120,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,cm.teads.tv,579ccef312d18482fc42e2b822ca2430,6.0
460,192.168.64.11,104.78.177.130,10,59118,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,cm.teads.tv,579ccef312d18482fc42e2b822ca2430,6.0
462,192.168.64.11,142.250.180.3,9,46570,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.google.co.uk,579ccef312d18482fc42e2b822ca2430,6.0
463,192.168.64.11,142.250.180.3,9,46572,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.google.co.uk,579ccef312d18482fc42e2b822ca2430,6.0
464,192.168.64.11,142.250.180.3,9,46574,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.google.co.uk,579ccef312d18482fc42e2b822ca2430,6.0
465,192.168.64.11,142.250.180.3,39,46576,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.google.co.uk,579ccef312d18482fc42e2b822ca2430,6.0
459,192.168.64.11,37.252.173.27,9,40146,443,0x0303,0x304,17.0,False,False,4.0,2,2218,*.adnxs.com,1.2.840.10045.4.3.2,0xc02b,44,0x03,0x001d,32,32,ib.adnxs.com,579ccef312d18482fc42e2b822ca2430,6.0
458,192.168.64.11,37.252.173.27,9,40144,443,0x0303,0x304,17.0,False,False,4.0,2,2218,*.adnxs.com,1.2.840.10045.4.3.2,0xc02b,44,0x03,0x001d,32,32,ib.adnxs.com,579ccef312d18482fc42e2b822ca2430,6.0
466,192.168.64.11,34.66.3.160,8,35182,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,rl.quantummetric.com,579ccef312d18482fc42e2b822ca2430,6.0
467,192.168.64.11,104.244.42.5,12,46766,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,t.co,579ccef312d18482fc42e2b822ca2430,6.0
468,192.168.64.11,104.244.42.5,8,46768,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,t.co,579ccef312d18482fc42e2b822ca2430,6.0
469,192.168.64.11,142.250.180.3,9,46584,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.google.co.uk,579ccef312d18482fc42e2b822ca2430,6.0
470,192.168.64.11,142.250.180.3,8,46586,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.google.co.uk,579ccef312d18482fc42e2b822ca2430,6.0
471,192.168.64.11,34.117.237.239,3,42592,443,,,,,,,,,,,,,,,,,,,
472,192.168.64.11,34.120.115.102,3,53244,443,,,,,,,,,,,,,,,,,,,
474,192.168.64.11,142.250.187.234,14,43170,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,52,,,,,safebrowsing.googleapis.com,02aa4679df284f240695da144b70c288,6.0
473,192.168.64.11,160.8.241.59,10,50652,443,0x0303,0x304,17.0,False,False,4.0,2,3483,*.eu29.force.com,1.2.840.113549.1.1.11,0xc030,19,0x03,0x0017,65,65,e-com.secure.force.com,579ccef312d18482fc42e2b822ca2430,6.0
475,192.168.64.11,160.8.241.59,8,50656,443,0x0303,0x304,17.0,False,False,4.0,2,3483,*.eu29.force.com,1.2.840.113549.1.1.11,0xc030,19,,,,65,e-com.secure.force.com,579ccef312d18482fc42e2b822ca2430,6.0
477,192.168.64.11,104.244.42.131,11,33584,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,analytics.twitter.com,579ccef312d18482fc42e2b822ca2430,6.0
476,192.168.64.11,104.244.42.131,9,33582,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,analytics.twitter.com,579ccef312d18482fc42e2b822ca2430,6.0
479,192.168.64.11,157.240.221.35,15,44794,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,www.facebook.com,579ccef312d18482fc42e2b822ca2430,6.0
481,192.168.64.11,104.120.141.53,20,43104,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,t.teads.tv,579ccef312d18482fc42e2b822ca2430,6.0
480,192.168.64.11,104.120.141.53,12,43102,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,t.teads.tv,579ccef312d18482fc42e2b822ca2430,6.0
478,192.168.64.11,52.213.34.91,12,55112,443,0x0303,0x304,17.0,False,False,4.0,2,2894,*.monetate.net,1.2.840.113549.1.1.11,0xc02f,19,0x03,0x0017,65,65,f.monetate.net,579ccef312d18482fc42e2b822ca2430,6.0
482,192.168.64.11,66.102.1.155,15,46002,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,stats.g.doubleclick.net,579ccef312d18482fc42e2b822ca2430,6.0
483,192.168.64.11,3.120.25.25,16,57428,443,0x0303,0x304,17.0,False,False,4.0,4,4929,*.tealiumiq.com,1.2.840.113549.1.1.11,0xc02f,26,0x03,0x0017,65,65,datacloud.tealiumiq.com,579ccef312d18482fc42e2b822ca2430,6.0
484,192.168.64.11,85.222.146.188,8,46342,443,0x0303,0x304,17.0,False,False,4.0,2,3004,*.my.salesforce.com,1.2.840.113549.1.1.11,0xc030,15,0x03,0x0017,65,65,adidas.my.salesforce.com,579ccef312d18482fc42e2b822ca2430,6.0
485,192.168.64.11,85.222.146.128,9,50382,443,0x0303,0x304,17.0,False,False,4.0,2,3151,,1.2.840.113549.1.1.11,0xc030,19,0x03,0x0017,65,65,d.la1-c1-cdg.salesforceliveagent.com,579ccef312d18482fc42e2b822ca2430,6.0
486,192.168.64.11,85.222.146.128,9,50384,443,0x0303,0x304,17.0,False,False,4.0,2,3151,,1.2.840.113549.1.1.11,0xc030,19,0x03,0x0017,65,65,d.la1-c1-cdg.salesforceliveagent.com,579ccef312d18482fc42e2b822ca2430,6.0
487,192.168.64.11,23.205.132.147,29,59550,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1302,46,,,,,cdn-3.convertexperiments.com,579ccef312d18482fc42e2b822ca2430,6.0
488,192.168.64.11,66.102.1.155,17,46014,443,0x0304,0x304,17.0,False,False,4.0,,,,,0x1301,46,,,,,stats.g.doubleclick.net,579ccef312d18482fc42e2b822ca2430,6.0
